Items,Antecedent,Consequent,Support,Confidence,Lift
"-Size, HighHunksCount, -WordsPerComment","HighHunksCount, -WordsPerComment",-Size,0.028735632183908046,0.36585365853658536,2.616104243234213
"-Size, HighChangeSet, HighHunksCount","HighChangeSet, HighHunksCount",-Size,0.019157088122605363,0.303030303030303,2.166874221668742
"-Size, HighCodeChurn, HighHunksCount","HighCodeChurn, HighHunksCount",-Size,0.028735632183908046,0.30612244897959184,2.188985183114342
"-Size, MajorContributor, HighHunksCount","MajorContributor, HighHunksCount",-Size,0.05555555555555555,0.3222222222222222,2.304109589041096
"-Size, MoveRefactoring, HighHunksCount","MoveRefactoring, HighHunksCount",-Size,0.011494252873563218,0.8571428571428571,6.129158512720156
"-Size, MoveRefactoring, MajorContributor","MoveRefactoring, MajorContributor",-Size,0.011494252873563218,0.75,5.363013698630137
"+NumPullRequests, +Cohesion, MajorContributor, HighHunksCount","+NumPullRequests, MajorContributor, HighHunksCount",+Cohesion,0.02681992337164751,0.32558139534883723,3.6160316674913413
"+WordsPerComment, +WordsInDiscussion, +Cohesion, HighHunksCount","+WordsPerComment, +WordsInDiscussion, HighHunksCount",+Cohesion,0.01532567049808429,0.3333333333333333,3.702127659574468
"+WordsPerComment, +Cohesion, MajorContributor, HighHunksCount","+WordsPerComment, MajorContributor, HighHunksCount",+Cohesion,0.01532567049808429,0.38095238095238093,4.231003039513678
"MoveRefactoring, +Cohesion, MajorContributor, HighHunksCount","MoveRefactoring, MajorContributor, HighHunksCount",+Cohesion,0.011494252873563218,0.8571428571428571,9.519756838905774
"+Contributor, +WordsInDiscussion, +Complexity, LowChangeSet","+Contributor, +WordsInDiscussion, LowChangeSet",+Complexity,0.013409961685823755,0.5384615384615385,2.927884615384616
"+Contributor, LowCodeChurn, LowChangeSet, +Complexity","+Contributor, LowChangeSet, LowCodeChurn",+Complexity,0.01532567049808429,0.34782608695652173,1.891304347826087
"+Size, +NumPullRequests, LowChangeSet, +Complexity","+NumPullRequests, LowChangeSet","+Size, +Complexity",0.019157088122605363,0.303030303030303,2.3966942148760326
"HighCodeChurn, +NumPullRequests, +WordsInDiscussion, +Complexity","+NumPullRequests, +WordsInDiscussion, HighCodeChurn",+Complexity,0.017241379310344827,0.3214285714285714,1.747767857142857
"+NumPullRequests, +WordsInDiscussion, +Complexity, HighHunksCount","+NumPullRequests, +WordsInDiscussion, HighHunksCount",+Complexity,0.022988505747126436,0.46153846153846156,2.5096153846153846
"+NumPullRequests, +WordsInDiscussion, +Complexity, LowChangeSet","+NumPullRequests, +WordsInDiscussion, LowChangeSet",+Complexity,0.013409961685823755,0.411764705882353,2.2389705882352944
"HighCodeChurn, +NumPullRequests, +WordsPerComment, +Complexity","+NumPullRequests, +WordsPerComment, HighCodeChurn",+Complexity,0.011494252873563218,0.35294117647058826,1.9191176470588236
"MajorContributor, +NumPullRequests, +WordsPerComment, +Complexity","+NumPullRequests, +WordsPerComment, MajorContributor",+Complexity,0.022988505747126436,0.375,2.0390625
"+NumPullRequests, HighHunksCount, +Complexity, -WordsPerComment","+NumPullRequests, HighHunksCount, -WordsPerComment",+Complexity,0.013409961685823755,0.43750000000000006,2.3789062500000004
"HighCodeChurn, +NumPullRequests, +Complexity, HighHunksCount","+NumPullRequests, HighCodeChurn, HighHunksCount",+Complexity,0.011494252873563218,0.30000000000000004,1.6312500000000003
"MajorContributor, +NumPullRequests, +Complexity, HighHunksCount","+NumPullRequests, MajorContributor, HighHunksCount",+Complexity,0.028735632183908046,0.3488372093023256,1.8968023255813955
"LowCodeChurn, +NumPullRequests, LowChangeSet, +Complexity","LowCodeChurn, +NumPullRequests, LowChangeSet",+Complexity,0.019157088122605363,0.37037037037037035,2.013888888888889
"MajorContributor, +NumPullRequests, LowChangeSet, +Complexity","+NumPullRequests, LowChangeSet, MajorContributor",+Complexity,0.019157088122605363,0.4545454545454545,2.4715909090909087
"LowCodeChurn, +NumPullRequests, MajorContributor, +Complexity","LowCodeChurn, +NumPullRequests, MajorContributor",+Complexity,0.019157088122605363,0.38461538461538464,2.091346153846154
"+Size, +WordsInDiscussion, +Complexity, LowChangeSet","+WordsInDiscussion, LowChangeSet","+Size, +Complexity",0.02490421455938697,0.325,2.5704545454545453
"+Size, +WordsPerComment, +Complexity, HighHunksCount","+WordsPerComment, HighHunksCount","+Size, +Complexity",0.017241379310344827,0.375,2.965909090909091
"+Size, +WordsPerComment, +Complexity, LowChangeSet","+WordsPerComment, LowChangeSet","+Size, +Complexity",0.013409961685823755,0.35000000000000003,2.768181818181818
"+Size, LowChangeSet, +Complexity, -WordsPerComment","LowChangeSet, -WordsPerComment","+Size, +Complexity",0.011494252873563218,0.3157894736842105,2.497607655502392
"+Size, LowChangeSet, +Complexity, HighHunksCount","LowChangeSet, HighHunksCount","+Size, +Complexity",0.01532567049808429,0.5333333333333333,4.218181818181818
"+Size, MajorContributor, LowChangeSet, +Complexity","LowChangeSet, MajorContributor","+Size, +Complexity",0.040229885057471264,0.3888888888888889,3.0757575757575757
"+WordsPerComment, +WordsInDiscussion, +Complexity, HighHunksCount","+WordsPerComment, +WordsInDiscussion, HighHunksCount",+Complexity,0.022988505747126436,0.5,2.71875
"+WordsPerComment, +WordsInDiscussion, +Complexity, LowChangeSet","+WordsPerComment, +WordsInDiscussion, LowChangeSet",+Complexity,0.019157088122605363,0.5,2.71875
"+WordsPerComment, LowCodeChurn, +WordsInDiscussion, +Complexity","+WordsPerComment, LowCodeChurn, +WordsInDiscussion",+Complexity,0.013409961685823755,0.3181818181818182,1.7301136363636365
"HighHunksCount, +WordsInDiscussion, +Complexity, -WordsPerComment","HighHunksCount, +WordsInDiscussion, -WordsPerComment",+Complexity,0.02681992337164751,0.34146341463414637,1.856707317073171
"LowChangeSet, +WordsInDiscussion, +Complexity, -WordsPerComment","LowChangeSet, +WordsInDiscussion, -WordsPerComment",+Complexity,0.01532567049808429,0.42105263157894735,2.289473684210526
"ExtractionRefactoring, MajorContributor, +WordsInDiscussion, +Complexity","ExtractionRefactoring, +WordsInDiscussion, MajorContributor",+Complexity,0.011494252873563218,0.75,4.078125
"LowChangeSet, +WordsInDiscussion, +Complexity, HighHunksCount","LowChangeSet, +WordsInDiscussion, HighHunksCount",+Complexity,0.013409961685823755,0.7000000000000001,3.8062500000000004
"MajorContributor, +WordsInDiscussion, +Complexity, HighHunksCount","+WordsInDiscussion, MajorContributor, HighHunksCount",+Complexity,0.04789272030651341,0.4166666666666667,2.265625
"LowCodeChurn, +WordsInDiscussion, +Complexity, LowChangeSet","LowCodeChurn, +WordsInDiscussion, LowChangeSet",+Complexity,0.017241379310344827,0.3214285714285714,1.747767857142857
"MajorContributor, +WordsInDiscussion, +Complexity, LowChangeSet","+WordsInDiscussion, MajorContributor, LowChangeSet",+Complexity,0.022988505747126436,0.42857142857142855,2.330357142857143
"MinorContributor, +WordsInDiscussion, +Complexity, LowChangeSet","MinorContributor, +WordsInDiscussion, LowChangeSet",+Complexity,0.011494252873563218,0.5,2.71875
"MajorContributor, +WordsPerComment, +Complexity, HighHunksCount","+WordsPerComment, MajorContributor, HighHunksCount",+Complexity,0.0210727969348659,0.5238095238095238,2.848214285714286
"MajorContributor, +WordsPerComment, +Complexity, LowChangeSet","+WordsPerComment, MajorContributor, LowChangeSet",+Complexity,0.011494252873563218,0.5,2.71875
"MajorContributor, HighHunksCount, +Complexity, -WordsPerComment","HighHunksCount, MajorContributor, -WordsPerComment",+Complexity,0.02681992337164751,0.3684210526315789,2.0032894736842106
"MajorContributor, LowChangeSet, +Complexity, -WordsPerComment","LowChangeSet, MajorContributor, -WordsPerComment",+Complexity,0.011494252873563218,0.4,2.1750000000000003
"MajorContributor, LowChangeSet, +Complexity, HighHunksCount","LowChangeSet, MajorContributor, HighHunksCount",+Complexity,0.017241379310344827,0.75,4.078125
"LowCodeChurn, MajorContributor, LowChangeSet, +Complexity","LowCodeChurn, LowChangeSet, MajorContributor",+Complexity,0.034482758620689655,0.42857142857142855,2.330357142857143
"+Size, +Contributor, +NumPullRequests, LowChangeSet","+Contributor, +NumPullRequests, LowChangeSet",+Size,0.011494252873563218,0.5,2.1048387096774195
"+Size, +Contributor, +NumPullRequests, LowCodeChurn","+Contributor, +NumPullRequests, LowCodeChurn",+Size,0.01532567049808429,0.5333333333333333,2.2451612903225806
"+Size, +Contributor, +NumPullRequests, MajorContributor","+Contributor, +NumPullRequests, MajorContributor",+Size,0.019157088122605363,0.5,2.1048387096774195
"+Size, +Contributor, +WordsInDiscussion, LowChangeSet","+Contributor, +WordsInDiscussion, LowChangeSet",+Size,0.011494252873563218,0.46153846153846156,1.9429280397022333
"+Size, +Contributor, +WordsInDiscussion, LowCodeChurn","+Contributor, +WordsInDiscussion, LowCodeChurn",+Size,0.013409961685823755,0.411764705882353,1.7333965844402277
"+Size, +Contributor, +WordsInDiscussion, MajorContributor","+Contributor, +WordsInDiscussion, MajorContributor",+Size,0.011494252873563218,0.42857142857142855,1.8041474654377878
"+Size, +Contributor, HighChangeSet, HighHunksCount","+Contributor, HighChangeSet, HighHunksCount",+Size,0.011494252873563218,0.4,1.6838709677419355
"+Size, +Contributor, HighCodeChurn, HighHunksCount","+Contributor, HighCodeChurn, HighHunksCount",+Size,0.019157088122605363,0.5263157894736842,2.2156196943972835
"+Size, +Contributor, MajorContributor, HighCodeChurn","+Contributor, MajorContributor, HighCodeChurn",+Size,0.019157088122605363,0.38461538461538464,1.619106699751861
"+Size, +Contributor, MajorContributor, HighHunksCount","+Contributor, MajorContributor, HighHunksCount",+Size,0.019157088122605363,0.5,2.1048387096774195
"+Size, +Contributor, LowChangeSet, LowCodeChurn","+Contributor, LowChangeSet, LowCodeChurn",+Size,0.019157088122605363,0.43478260869565216,1.8302945301542777
"+Size, +Contributor, LowChangeSet, MajorContributor","+Contributor, LowChangeSet, MajorContributor",+Size,0.011494252873563218,0.75,3.157258064516129
"+Size, +Contributor, LowChangeSet, MinorContributor","+Contributor, LowChangeSet, MinorContributor",+Size,0.013409961685823755,0.30434782608695654,1.2812061711079945
"+Size, +Contributor, LowCodeChurn, MinorContributor","+Contributor, LowCodeChurn, MinorContributor",+Size,0.0210727969348659,0.3548387096774194,1.4937565036420395
"+WordsPerComment, +NumPullRequests, +WordsInDiscussion, +Coupling","+WordsPerComment, +NumPullRequests, +WordsInDiscussion",+Coupling,0.02681992337164751,0.3111111111111111,2.0820512820512818
"+NumPullRequests, +WordsInDiscussion, HighHunksCount, +Coupling","+NumPullRequests, +WordsInDiscussion, HighHunksCount",+Coupling,0.019157088122605363,0.38461538461538464,2.57396449704142
"+NumPullRequests, +WordsPerComment, MajorContributor, +Coupling","+NumPullRequests, +WordsPerComment, MajorContributor",+Coupling,0.0210727969348659,0.34375000000000006,2.3004807692307696
"+NumPullRequests, HighHunksCount, -WordsPerComment, +Coupling","+NumPullRequests, HighHunksCount, -WordsPerComment",+Coupling,0.011494252873563218,0.375,2.5096153846153846
"+NumPullRequests, HighHunksCount, HighCodeChurn, +Coupling","+NumPullRequests, HighCodeChurn, HighHunksCount",+Coupling,0.011494252873563218,0.30000000000000004,2.0076923076923077
"+NumPullRequests, HighHunksCount, MajorContributor, +Coupling","+NumPullRequests, MajorContributor, HighHunksCount",+Coupling,0.02490421455938697,0.3023255813953488,2.023255813953488
"+WordsPerComment, HighHunksCount, +WordsInDiscussion, +Coupling","+WordsPerComment, +WordsInDiscussion, HighHunksCount",+Coupling,0.01532567049808429,0.3333333333333333,2.2307692307692304
"+WordsPerComment, LowChangeSet, +WordsInDiscussion, +Coupling","+WordsPerComment, +WordsInDiscussion, LowChangeSet",+Coupling,0.013409961685823755,0.35000000000000003,2.3423076923076924
"+WordsPerComment, LowCodeChurn, +WordsInDiscussion, +Coupling","+WordsPerComment, LowCodeChurn, +WordsInDiscussion",+Coupling,0.013409961685823755,0.3181818181818182,2.129370629370629
"ExtractionRefactoring, +WordsInDiscussion, MajorContributor, +Coupling","ExtractionRefactoring, +WordsInDiscussion, MajorContributor",+Coupling,0.011494252873563218,0.75,5.019230769230769
"LowChangeSet, +WordsInDiscussion, MajorContributor, +Coupling","+WordsInDiscussion, MajorContributor, LowChangeSet",+Coupling,0.0210727969348659,0.39285714285714285,2.6291208791208787
"HighHunksCount, +WordsPerComment, MajorContributor, +Coupling","+WordsPerComment, MajorContributor, HighHunksCount",+Coupling,0.01532567049808429,0.38095238095238093,2.5494505494505493
"LowChangeSet, +WordsPerComment, MajorContributor, +Coupling","+WordsPerComment, MajorContributor, LowChangeSet",+Coupling,0.013409961685823755,0.5833333333333334,3.9038461538461537
"+Size, +NumPullRequests, +WordsInDiscussion, +WordsPerComment","+WordsPerComment, +NumPullRequests, +WordsInDiscussion",+Size,0.02681992337164751,0.3111111111111111,1.3096774193548386
"+Size, +NumPullRequests, +WordsInDiscussion, HighHunksCount","+NumPullRequests, +WordsInDiscussion, HighHunksCount",+Size,0.017241379310344827,0.34615384615384615,1.4571960297766748
